"country","iso2c","iso3c","year","lastupdated","edu_exp_gdp","gdp_per_capita","gov_exp_gdp","unemployment_rate","inflation_rate","population","urban_pop_percent","education_index","hdi_proxy","region","capital","longitude","latitude","income","lending","Country.of.Asylum","Country.of.Origin","Country.of.Asylum.ISO","Refugees","Returned.Refugees","Asylum.Seekers","IDPs","Returned.IDPs","Stateless","HST","OOC"
"Albania","AL","ALB",1998,"2025-07-01",3.53697991371155,831.175344077295,10.9090460292713,20.042,20.6428588670596,3128530,40.601,68.6502532958984,870,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income","IBRD","-","Albania","-",5353,0,0,0,0,0,0,0
"Albania","AL","ALB",1999,"2025-07-01",3.59293007850647,1056.34481153033,11.147365193997,20.835,0.389437653561617,3108778,41.169,69.28466796875,960,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income","IBRD","-","Albania","-",6286,0,0,0,0,0,0,0
"Albania","AL","ALB",2000,"2025-07-01",3.4301700592041,1160.42047054038,9.73155830514379,19.023,0.0500181363468309,3089027,41.741,NA,1130,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income","IBRD","-","Albania","-",6801,0,2817,0,0,0,0,0
"Albania","AL","ALB",2019,"2025-07-01",3.91623997688293,5460.4305086932,12.6759912713341,11.466,1.41109078954246,2854191,61.229,99.0151519775391,5300,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income","IBRD","-","Albania","-",15027,0,19007,0,0,0,0,0
"Albania","AL","ALB",1996,"2025-07-01",3.08350992202759,1020.97618050188,9.59940257545617,13.928,12.7254778087103,3168033,39.473,66.7441864013672,940,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income","IBRD","-","Albania","-",5784,0,0,0,0,0,0,0
"Albania","AL","ALB",1997,"2025-07-01",3.37947010993958,728.545523729675,10.5565146074516,16.872,33.1802743753956,3148281,40.035,67.0927429199219,860,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income","IBRD","-","Albania","-",5381,0,0,0,0,0,0,0
"Albania","AL","ALB",2003,"2025-07-01",3.13823008537292,1908.69900687608,11.0505142453075,16.985,0.48400261181847,3039616,44.573,77.751823425293,1700,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income","IBRD","-","Albania","-",10382,0,4526,0,0,0,0,0
"Albania","AL","ALB",2020,"2025-07-01",3.3422999382019,5370.77749956875,13.6673333207542,11.69,1.62088661717011,2837849,62.112,95.9294509887695,5320,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income","IBRD","-","Albania","-",15523,0,17628,0,0,0,0,0
"Albania","AL","ALB",2007,"2025-07-01",3.27592992782593,3743.05529896187,10.3858870895021,15.966,2.93268248162323,2970017,48.902,86.2188568115234,3580,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income","IBRD","-","Albania","-",15335,0,1645,0,0,0,0,0
"Albania","AL","ALB",2008,"2025-07-01",3.50922608375549,4498.50486763601,10.7049766567384,13.06,3.32087090389264,2947314,49.991,87.8338394165039,4160,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income","IBRD","-","Albania","-",15007,0,1814,0,0,0,0,0
"Albania","AL","ALB",2022,"2025-07-01",2.74432992935181,6846.42669381643,12.0411716018624,10.137,6.72520271530048,2777689,63.799,97.3224716186523,6820,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income","IBRD","-","Albania","-",20865,0,34406,0,0,0,0,0
"Albania","AL","ALB",2001,"2025-07-01",3.45869994163513,1326.41652388077,10.5939074940139,18.57,3.10758827031434,3060173,42.435,NA,1320,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income","IBRD","-","Albania","-",7627,0,3974,0,0,0,0,0
"Albania","AL","ALB",2002,"2025-07-01",3.11779999732971,1479.83884572006,11.2361484858024,17.891,7.77052583431552,3051010,43.501,74.5389175415039,1420,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income","IBRD","-","Albania","-",10758,5,4986,0,0,0,0,0
"Albania","AL","ALB",1995,"2025-07-01",3.81464004516602,911.320465445326,10.0145358633844,14.607,7.79321853789217,3187784,38.911,67.4602584838867,670,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income","IBRD","-","Albania","-",5804,0,0,0,0,0,0,0
"Albania","AL","ALB",2018,"2025-07-01",3.15294480323792,5365.48880180298,11.8666140811981,12.304,2.02805963071136,2866376,60.319,98.8223876953125,4910,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income","IBRD","-","Albania","-",13512,0,21071,0,0,0,0,0
"Albania","AL","ALB",1994,"2025-07-01",3.44697999954224,586.416135130865,14.6234019156112,20.835,22.5650526933696,3207536,38.354,67.8661270141602,380,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income","IBRD","-","Albania","-",5021,5,0,0,0,0,0,0
"Albania","AL","ALB",2011,"2025-07-01",3.24000835418701,4465.70914328865,11.8730326134018,13.481,3.42912324722163,2905195,53.247,95.4705276489258,4460,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income","IBRD","-","Albania","-",13552,0,2193,0,0,0,0,613
"Albania","AL","ALB",2012,"2025-07-01",3.30906105041504,4222.3470988913,11.7429129944326,13.376,2.03159268395301,2900401,54.33,97.6080703735352,4370,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income","IBRD","-","Albania","-",12569,0,3722,0,0,0,0,783
"Albania","AL","ALB",2013,"2025-07-01",3.53929996490479,4420.23461988353,11.7676839794264,15.866,1.93762080205229,2895092,55.387,102.903213500977,4560,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income","IBRD","-","Albania","-",10104,0,9771,0,0,0,0,1013
"Albania","AL","ALB",2014,"2025-07-01",3.21696710586548,4602.23051443229,12.2746384670784,18.055,1.6258650440261,2889104,56.423,103.321380615234,4570,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income","IBRD","-","Albania","-",10156,0,15098,0,0,0,0,0
"Albania","AL","ALB",2016,"2025-07-01",3.96209001541138,4168.37544462548,12.1050326390236,15.418,1.2754316836741,2876101,58.421,99.1707611083984,4370,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income","IBRD","-","Albania","-",11060,0,23760,0,0,0,0,0
"Albania","AL","ALB",2004,"2025-07-01",3.22751998901367,2446.90949947798,11.1885774385069,16.306,2.28001916938101,3026939,45.651,78.9801864624023,2170,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income","IBRD","-","Albania","-",10474,0,3319,0,0,0,0,0
"Albania","AL","ALB",2005,"2025-07-01",3.28154993057251,2741.72136549578,11.0832938282823,15.966,2.36658195679796,3011487,46.731,82.9714279174805,2690,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income","IBRD","-","Albania","-",12718,0,2572,0,0,0,0,0
"Albania","AL","ALB",2006,"2025-07-01",3.1914598941803,3057.77257038113,10.554951865021,15.626,2.37072831904282,2992547,47.815,84.3257675170898,3130,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income","IBRD","-","Albania","-",14079,9,2279,0,0,0,0,0
"Albania","AL","ALB",2015,"2025-07-01",3.43796992301941,3981.72662261867,11.6995817212428,17.193,1.89617402592365,2880703,57.434,102.440727233887,4410,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income","IBRD","-","Albania","-",10404,0,42155,0,0,0,0,0
"Albania","AL","ALB",2017,"2025-07-01",3.61172008514404,4614.0479692596,11.851016747215,13.616,1.98666133171199,2873457,59.383,97.5743713378906,4340,"Europe & Central Asia","Tirane",19.8172,41.3317,"Upper middle income","IBRD","-","Albania","-",12168,0,18761,0,0,0,0,0
"Algeria","DZ","DZA",2023,"2025-07-01",5.61015701293945,5364.02795022731,17.9279465789317,11.701,9.32217375928322,46164219,75.268,102.7021484375,4950,"Middle East & North Africa","Algiers",3.05097,36.7397,"Upper middle income","IBRD","-","Algeria","-",7629,0,11330,0,0,0,0,48
"Algeria","DZ","DZA",2022,"2025-07-01",4.74924659729004,4961.55257664733,16.5359089102657,12.346,9.26551551551553,45477389,74.772,105.932548522949,4430,"Middle East & North Africa","Algiers",3.05097,36.7397,"Upper middle income","IBRD","-","Algeria","-",7734,0,8923,0,0,0,0,107
"Algeria","DZ","DZA",2021,"2025-07-01",5.51403284072876,4160.55926736925,18.4286289389909,13.63,7.22606307415477,44761099,74.261,NA,4120,"Middle East & North Africa","Algiers",3.05097,36.7397,"Upper middle income","IBRD","-","Algeria","-",6003,0,6871,0,0,0,0,33
"Algeria","DZ","DZA",2008,"2025-07-01",4.11142015457153,5180.91881514686,13.7657607144016,11.33,4.85859062814939,34816961,66.097,80.2112808227539,4430,"Middle East & North Africa","Algiers",3.05097,36.7397,"Upper middle income","IBRD","-","Algeria","-",9044,0,1522,0,0,0,0,0
"Algeria","DZ","DZA",2019,"2025-07-01",5.57536554336548,4468.45341883656,18.2610260787535,12.259,1.95176821052892,43294546,73.189,NA,4480,"Middle East & North Africa","Algiers",3.05097,36.7397,"Upper middle income","IBRD","-","Algeria","-",4514,0,7703,0,0,0,0,107
"Algeria","DZ","DZA",2020,"2025-07-01",6.1939172744751,3743.5419522929,19.8031597171656,14.057,2.41513094083414,44042091,73.733,NA,4020,"Middle East & North Africa","Algiers",3.05097,36.7397,"Upper middle income","IBRD","-","Algeria","-",4571,0,7779,0,0,0,0,96
"Algeria","DZ","DZA",2013,"2025-07-01",6.65906047821045,5979.60138960585,18.535080427414,9.82,3.25423910998847,38414171,69.576,NA,5970,"Middle East & North Africa","Algiers",3.05097,36.7397,"Upper middle income","IBRD","-","Algeria","-",3643,0,4286,0,0,0,0,10
"Algeria","DZ","DZA",2016,"2025-07-01",6.50210857391357,4424.98529027556,20.0218426111777,10.202,6.39769480268757,40850721,71.459,NA,4920,"Middle East & North Africa","Algiers",3.05097,36.7397,"Upper middle income","IBRD","-","Algeria","-",3705,5,7177,0,0,0,0,7
"Algeria","DZ","DZA",2018,"2025-07-01",5.81275129318237,4577.21029180491,17.4037117605062,12.137,4.26999020467084,42505035,72.629,NA,4450,"Middle East & North Africa","Algiers",3.05097,36.7397,"Upper middle income","IBRD","-","Algeria","-",4181,0,7447,0,0,0,0,11
"Algeria","DZ","DZA",2015,"2025-07-01",6.17633008956909,4685.05902729002,20.5244656437501,11.206,4.78444700693889,40019529,70.848,NA,5390,"Middle East & North Africa","Algiers",3.05097,36.7397,"Upper middle income","IBRD","-","Algeria","-",3470,0,7622,0,0,0,0,12
"Algeria","DZ","DZA",2014,"2025-07-01",6.54889822006226,6094.69392314956,18.9932826125176,10.207,2.91692692067458,39205031,70.221,NA,6030,"Middle East & North Africa","Algiers",3.05097,36.7397,"Upper middle income","IBRD","-","Algeria","-",3509,0,5127,0,0,0,0,12
"Algeria","DZ","DZA",2012,"2025-07-01",7.0295090675354,6033.64884689543,19.7502925593678,10.97,8.89145091062317,37646166,68.915,NA,5630,"Middle East & North Africa","Algiers",3.05097,36.7397,"Upper middle income","IBRD","-","Algeria","-",5657,7,2463,0,0,0,0,0
"Algeria","DZ","DZA",2017,"2025-07-01",5.73482370376587,4554.66753957828,18.8290421977276,12,5.59111590961664,41689299,72.052,NA,4440,"Middle East & North Africa","Algiers",3.05097,36.7397,"Upper middle income","IBRD","-","Algeria","-",4021,0,6432,0,0,0,0,7
"American Samoa","AS","ASM",2006,"2025-07-01",14.7170495986938,8745.16621137404,NA,NA,NA,56374,88,NA,NA,"East Asia & Pacific","Pago Pago",-170.691,-14.2846,"High income","Not classified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andorra","AD","AND",2018,"2025-07-01",3.2467200756073,42819.7745797624,NA,NA,NA,75162,88.062,95.0905990600586,NA,"Europe & Central Asia","Andorra la Vella",1.5218,42.5075,"High income","Not classified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andorra","AD","AND",2017,"2025-07-01",3.21708989143372,40672.9943348258,NA,NA,NA,73763,88.15,94.3697509765625,NA,"Europe & Central Asia","Andorra la Vella",1.5218,42.5075,"High income","Not classified","-","Andorra","-",0,0,5,0,0,0,0,0
"Andorra","AD","AND",2013,"2025-07-01",2.50616002082825,42470.3161159692,NA,NA,NA,75194,88.537,90.9656677246094,NA,"Europe & Central Asia","Andorra la Vella",1.5218,42.5075,"High income","Not classified","-","Andorra","-",5,0,0,0,0,0,0,0
"Andorra","AD","AND",2002,"2025-07-01",1.65971004962921,26528.130158144,NA,NA,NA,66506,91.641,76.6895217895508,NA,"Europe & Central Asia","Andorra la Vella",1.5218,42.5075,"High income","Not classified","-","Andorra","-",9,0,5,0,0,0,0,0
"Andorra","AD","AND",1997,"2025-07-01",3.71327996253967,18247.9995651361,NA,NA,NA,64700,93.18,NA,NA,"Europe & Central Asia","Andorra la Vella",1.5218,42.5075,"High income","Not classified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andorra","AD","AND",2010,"2025-07-01",2.97662997245789,42746.8309526019,NA,NA,NA,80706,88.819,89.9800491333008,NA,"Europe & Central Asia","Andorra la Vella",1.5218,42.5075,"High income","Not classified","-","Andorra","-",5,0,0,0,0,0,0,0
"Andorra","AD","AND",2014,"2025-07-01",3.07420992851257,44369.659691379,NA,NA,NA,73737,88.441,91.8740692138672,NA,"Europe & Central Asia","Andorra la Vella",1.5218,42.5075,"High income","Not classified","-","Andorra","-",5,0,0,0,0,0,0,0
"Andorra","AD","AND",2015,"2025-07-01",3.28034996986389,38654.9347203095,NA,NA,NA,72174,88.345,92.5457992553711,NA,"Europe & Central Asia","Andorra la Vella",1.5218,42.5075,"High income","Not classified","-","Andorra","-",5,0,5,0,0,0,0,0
"Andorra","AD","AND",2016,"2025-07-01",3.23707008361816,40129.8192007698,NA,NA,NA,72181,88.248,94.2090682983398,NA,"Europe & Central Asia","Andorra la Vella",1.5218,42.5075,"High income","Not classified","-","Andorra","-",0,0,5,0,0,0,0,0
"Andorra","AD","AND",2022,"2025-07-01",2.64728999137878,42414.0590092117,NA,NA,NA,79705,87.811,97.4890365600586,47590,"Europe & Central Asia","Andorra la Vella",1.5218,42.5075,"High income","Not classified","-","Andorra","-",5,0,5,0,0,0,0,0
"Andorra","AD","AND",2019,"2025-07-01",3.15060997009277,41257.8045846483,NA,NA,NA,76474,87.984,95.6840591430664,46450,"Europe & Central Asia","Andorra la Vella",1.5218,42.5075,"High income","Not classified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andorra","AD","AND",2021,"2025-07-01",2.58397221565247,42425.6996756291,NA,NA,NA,78364,87.858,97.3252334594727,44720,"Europe & Central Asia","Andorra la Vella",1.5218,42.5075,"High income","Not classified","-","Andorra","-",0,0,5,0,0,0,0,0
"Andorra","AD","AND",2009,"2025-07-01",3.14292001724243,43975.0183668093,NA,NA,NA,83888,88.912,86.7272262573242,NA,"Europe & Central Asia","Andorra la Vella",1.5218,42.5075,"High income","Not classified","-","Andorra","-",5,0,0,0,0,0,0,0
"Andorra","AD","AND",2006,"2025-07-01",2.24489998817444,43467.2109930745,NA,NA,NA,79585,89.807,86.146598815918,NA,"Europe & Central Asia","Andorra la Vella",1.5218,42.5075,"High income","Not classified","-","Andorra","-",10,0,0,0,0,0,0,0
"Andorra","AD","AND",2023,"2025-07-01",1.92790997028351,46812.4484486309,NA,NA,NA,80856,87.774,99.7635498046875,47920,"Europe & Central Asia","Andorra la Vella",1.5218,42.5075,"High income","Not classified","-","Andorra","-",0,0,14,0,0,0,0,0
"Andorra","AD","AND",2020,"2025-07-01",2.63213038444519,37361.0900666982,NA,NA,NA,77380,87.916,96.4627532958984,42450,"Europe & Central Asia","Andorra la Vella",1.5218,42.5075,"High income","Not classified","-","Andorra","-",0,0,5,0,0,0,0,0
"Andorra","AD","AND",2005,"2025-07-01",1.64497005939484,40829.801876968,NA,NA,NA,77421,90.285,86.0861587524414,NA,"Europe & Central Asia","Andorra la Vella",1.5218,42.5075,"High income","Not classified","-","Andorra","-",10,0,5,0,0,0,0,0
"Andorra","AD","AND",2011,"2025-07-01",2.98706007003784,46657.1561173756,NA,NA,NA,77783,88.726,93.692268371582,NA,"Europe & Central Asia","Andorra la Vella",1.5218,42.5075,"High income","Not classified","-","Andorra","-",5,0,0,0,0,0,0,0
"Andorra","AD","AND",2012,"2025-07-01",2.56577897071838,41500.5435791686,NA,NA,NA,76834,88.631,92.2807006835938,NA,"Europe & Central Asia","Andorra la Vella",1.5218,42.5075,"High income","Not classified","-","Andorra","-",6,0,0,0,0,0,0,0
"Andorra","AD","AND",2008,"2025-07-01",2.87392997741699,49132.515707808,NA,NA,NA,83495,89.004,85.1802673339844,NA,"Europe & Central Asia","Andorra la Vella",1.5218,42.5075,"High income","Not classified","-","Andorra","-",5,0,5,0,0,0,0,0
"Andorra","AD","AND",2004,"2025-07-01",1.54411995410919,39021.1278101878,NA,NA,NA,74325,90.751,76.2195129394531,NA,"Europe & Central Asia","Andorra la Vella",1.5218,42.5075,"High income","Not classified","-","Andorra","-",0,0,5,0,0,0,0,0
"Andorra","AD","AND",2007,"2025-07-01",2.10469007492065,48336.2283329823,NA,NA,NA,81877,89.308,84.9232788085938,NA,"Europe & Central Asia","Andorra la Vella",1.5218,42.5075,"High income","Not classified","-","Andorra","-",10,0,5,0,0,0,0,0
"Angola","AO","AGO",2022,"2025-07-01",2.3321259021759,2929.69445467272,8.09626587411972,14.602,21.3552901320822,35635029,68.081,NA,1870,"Sub-Saharan Africa","Luanda",13.242,-8.81155,"Lower middle income","IBRD","-","Angola","-",12021,17,16523,0,0,0,0,13315
"Angola","AO","AGO",1998,"2025-07-01",2.56712007522583,429.188126933192,NA,16.371,107.284821528298,15159370,47.71,11.3911800384522,420,"Sub-Saharan Africa","Luanda",13.242,-8.81155,"Lower middle income","IBRD","-","Angola","-",319420,21788,0,0,0,0,0,8
"Angola","AO","AGO",2009,"2025-07-01",2.92000007629395,3136.64546955947,19.8985860825078,16.431,13.7302839288408,22414773,59.034,23.8500499725342,3180,"Sub-Saharan Africa","Luanda",13.242,-8.81155,"Lower middle income","IBRD","-","Angola","-",141006,2444,696,0,0,0,0,14479
"Angola","AO","AGO",2010,"2025-07-01",3.42131996154785,3597.34293216332,17.0423458554536,16.618,14.4696564932577,23294825,59.783,27.6820907592773,3240,"Sub-Saharan Africa","Luanda",13.242,-8.81155,"Lower middle income","IBRD","-","Angola","-",134851,487,710,0,0,0,0,0
"Angola","AO","AGO",2020,"2025-07-01",2.6674473285675,1449.92286669308,8.64793565020863,16.69,22.271539247051,33451132,66.825,NA,1680,"Sub-Saharan Africa","Luanda",13.242,-8.81155,"Lower middle income","IBRD","-","Angola","-",8196,0,12402,0,0,0,0,19041
"Angola","AO","AGO",2013,"2025-07-01",3.86999988555908,5057.74787833163,21.6219487315047,16.492,8.77781429332624,26165620,62.002,NA,4700,"Sub-Saharan Africa","Luanda",13.242,-8.81155,"Lower middle income","IBRD","-","Angola","-",10274,1665,1442,0,0,0,0,96786
"Angola","AO","AGO",2005,"2025-07-01",2.12011003494263,1916.46842218625,16.0290371753303,16.36,22.953513851394,19291161,56,NA,1380,"Sub-Saharan Africa","Luanda",13.242,-8.81155,"Lower middle income","IBRD","-","Angola","-",215811,53768,8336,0,0,0,0,0
"Angola","AO","AGO",2006,"2025-07-01",2.28146004676819,2617.05196022633,15.3417224061598,16.206,13.3052101780032,20015279,56.764,NA,1830,"Sub-Saharan Africa","Luanda",13.242,-8.81155,"Lower middle income","IBRD","-","Angola","-",206482,47016,1577,0,0,0,0,0
"Angola","AO","AGO",2021,"2025-07-01",2.2971088886261,1925.87466082167,7.68345467585382,15.799,25.7542948841891,34532429,67.46,52.5437698364258,1640,"Sub-Saharan Africa","Luanda",13.242,-8.81155,"Lower middle income","IBRD","-","Angola","-",11403,5,12692,0,0,0,0,19792
"Angola","AO","AGO",2012,"2025-07-01",3.08191084861755,5086.02740086376,17.8426333032037,16.562,10.2779049218839,25177394,61.268,NA,4160,"Sub-Saharan Africa","Luanda",13.242,-8.81155,"Lower middle income","IBRD","-","Angola","-",19253,19724,1158,0,0,0,0,96398
"Angola","AO","AGO",2000,"2025-07-01",2.60753011703491,563.733795571487,NA,16.682,324.996871601321,16194869,50.087,12.8563404083252,360,"Sub-Saharan Africa","Luanda",13.242,-8.81155,"Lower middle income","IBRD","-","Angola","-",433756,8536,5489,257508,0,0,0,165
"Angola","AO","AGO",2011,"2025-07-01",3.24000000953674,4615.91059831778,18.2358592210108,16.77,13.4824679218511,24218352,60.528,27.9312000274658,3410,"Sub-Saharan Africa","Luanda",13.242,-8.81155,"Lower middle income","IBRD","-","Angola","-",128657,3966,773,0,0,0,0,0
"Angola","AO","AGO",2016,"2025-07-01",2.75493669509888,1807.95294072643,13.8806850814508,16.575,30.6944150806719,29183070,64.149,53.5814514160156,2540,"Sub-Saharan Africa","Luanda",13.242,-8.81155,"Lower middle income","IBRD","-","Angola","-",8388,0,4767,0,0,0,0,19957
"Angola","AO","AGO",2017,"2025-07-01",2.46687889099121,2437.25971190821,12.9358193168237,16.61,29.8444799015679,30234839,64.839,NA,2090,"Sub-Saharan Africa","Luanda",13.242,-8.81155,"Lower middle income","IBRD","-","Angola","-",8292,0,7819,0,0,0,0,17729
"Angola","AO","AGO",2015,"2025-07-01",3.09999990463257,3213.90261080059,16.4328328348133,16.49,9.35597215533784,28157798,63.446,NA,3920,"Sub-Saharan Africa","Luanda",13.242,-8.81155,"Lower middle income","IBRD","-","Angola","-",11855,4639,3251,0,0,0,0,34965
"Angola","AO","AGO",2018,"2025-07-01",2.18351292610168,2538.59139143371,10.4745435629873,16.594,19.6289379701521,31297155,65.514,NA,1970,"Sub-Saharan Africa","Luanda",13.242,-8.81155,"Lower middle income","IBRD","-","Angola","-",8243,0,8904,0,0,0,0,18020
"Angola","AO","AGO",2019,"2025-07-01",2.07306432723999,2189.85571407618,8.59885628389892,16.497,17.080954143438,32375632,66.177,NA,2110,"Sub-Saharan Africa","Luanda",13.242,-8.81155,"Lower middle income","IBRD","-","Angola","-",8176,0,10772,0,0,0,0,18243
"Angola","AO","AGO",2014,"2025-07-01",2.9300000667572,5005.9997412707,17.9756586545567,16.406,7.28038730361121,27160769,62.731,NA,4800,"Sub-Saharan Africa","Luanda",13.242,-8.81155,"Lower middle income","IBRD","-","Angola","-",9468,14284,1718,0,0,0,0,64201
"Antigua and Barbuda","AG","ATG",1999,"2025-07-01",2.52550005912781,11342.3349230913,NA,NA,1.12128789571146,73666,32.49,NA,10590,"Latin America & Caribbean","Saint John's",-61.8456,17.1175,"High income","IBRD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Antigua and Barbuda","AG","ATG",2016,"2025-07-01",2.25177478790283,16556.8551801588,NA,NA,-0.489437796230499,89969,24.846,NA,15080,"Latin America & Caribbean","Saint John's",-61.8456,17.1175,"High income","IBRD","-","Antigua and Barbuda","-",82,0,30,0,0,0,0,0
"Antigua and Barbuda","AG","ATG",2017,"2025-07-01",2.36592817306519,16965.7288273816,NA,NA,2.43248789041363,90468,24.713,116.530403137207,15860,"Latin America & Caribbean","Saint John's",-61.8456,17.1175,"High income","IBRD","-","Antigua and Barbuda","-",99,0,63,0,0,0,0,0
"Antigua and Barbuda","AG","ATG",2018,"2025-07-01",2.34948754310608,18273.4270684912,NA,NA,1.20715793367008,90926,24.599,120.935958862305,17460,"Latin America & Caribbean","Saint John's",-61.8456,17.1175,"High income","IBRD","-","Antigua and Barbuda","-",107,0,47,0,0,0,0,0
